people_id,name,party,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid
8955,Nydia Velazquez,D,Rep,HD-NY-7,17658223,26975,N00001102,Nydia_Velazquez,158981
8957,Frank Pallone,D,Rep,HD-NJ-6,17658803,26951,N00000781,Frank_Pallone,158957
8963,Kathy Castor,D,Rep,HD-FL-14,170335,53825,N00027514,Kathy_Castor,248289
8964,Gerald Connolly,D,Rep,HD-VA-11,16577898,95078,N00029891,Gerald_Connolly,267105
8965,Henry Cuellar,D,Rep,HD-TX-28,6443275,5486,N00024978,Henry_Cuellar,199164
8967,Diana DeGette,D,Rep,HD-CO-1,6006202,561,N00006134,Diana_DeGette,158770
8970,Eliot Engel,D,Rep,HD-NY-16,17658812,26972,N00001003,Eliot_Engel,158986
8971,Anna Eshoo,D,Rep,HD-CA-18,8050793,26741,N00007335,Anna_Eshoo,158731
8972,Bill Foster,D,Rep,HD-IL-11,16623751,101632,N00029139,Bill_Foster,263138
8973,Gene Green,D,Rep,HD-TX-29,11053772,27100,N00005870,Gene_Green,159099
8976,Henry Johnson,D,Rep,HD-GA-4,17658662,68070,N00027848,Hank_Johnson,248293
8979,Ben Lujan,D,Rep,HD-NM-3,9025644,102842,N00029562,"Ben_Lujan,_Sr.",266495
8981,Edward Markey,D,Sen,HD-MA-5,17658675,26900,N00000270,Edward_Markey,158881
8983,Doris Matsui,D,Rep,HD-CA-6,17658638,28593,N00027459,Doris_Matsui,232639
8985,Jerry McNerney,D,Rep,HD-CA-9,6643414,29474,N00026926,Jerry_McNerney,248236
8986,Christopher Murphy,D,Sen,HD-CT-5,6384200,17189,N00027566,Chris_Murphy_(Connecticut),193324
8987,Bill Pascrell,D,Rep,HD-NJ-9,16580040,478,N00000751,Bill_Pascrell,158959
8988,Janice Schakowsky,D,Rep,HD-IL-9,6419995,6387,N00004724,Jan_Schakowsky,158836
8989,Brad Sherman,D,Rep,HD-CA-30,369166,142,N00006897,Brad_Sherman,158741
8994,Niki Tsongas,D,Rep,HD-MA-3,17658789,89417,N00029026,Niki_Tsongas,259708
8995,Debbie Wasserman Schultz,D,Rep,HD-FL-23,704716,24301,N00026106,Debbie_Wasserman_Schultz,226499
8997,Peter Welch,D,Rep,HD-VT,9959484,51272,N00000515,Peter_Welch,210068
9004,Tammy Baldwin,D,Sen,HD-WI-2,2924660,3470,N00004367,Tammy_Baldwin,159127
9005,Xavier Becerra,D,Rep,HD-CA-34,16562595,26754,N00009774,Xavier_Becerra,158747
9010,Earl Blumenauer,D,Rep,HD-OR-3,4977792,367,N00007727,Earl_Blumenauer,159028
9012,Madeleine Bordallo,D,Rep,HD-GU,0,1751,N00024866,Madeleine_Bordallo,0
9014,Robert Brady,D,Rep,HD-PA-1,17658828,2519,N00001619,Robert_Brady,159031
9016,G. Butterfield,D,Rep,HD-NC-1,6135165,41077,N00027035,G.K._Butterfield,224949
9017,Michael Capuano,D,Rep,HD-MA-7,17658790,18883,N00000267,Michael_Capuano,158882
9019,Andre Carson,D,Rep,HD-IN-7,17658782,84917,N00029513,Andr%C3%A9_Carson,263260
9021,Yvette Clarke,D,Rep,HD-NY-9,5418023,44741,N00026961,Yvette_Clarke,248335
9022,Lacy Clay,D,Rep,HD-MO-1,3798170,8967,N00012460,William_Lacy_Clay,205779
9023,Emanuel Cleaver,D,Rep,HD-MO-5,4396432,39507,N00026790,Emanuel_Cleaver,226522
9024,James Clyburn,D,Rep,HD-SC-6,5019671,27066,N00002408,James_Clyburn,159060
9025,Steve Cohen,D,Rep,HD-TN-9,6442808,24340,N00003225,"Steve_Hobbs,_Missouri_Representative",198993
9026,John Conyers,D,Rep,HD-MI-13,17658680,26904,N00004029,John_Conyers_Jr.,158908
9027,Jim Cooper,D,Rep,HD-TN-5,17658367,48891,N00003132,Jim_Cooper_(Tennessee),211701
9029,Joe Courtney,D,Rep,HD-CT-2,7236851,30333,N00024842,Joe_Courtney,248833
9030,Elijah Cummings,D,Rep,HD-MD-7,5430817,345,N00001971,Elijah_Cummings,158891
9032,Danny Davis,D,Rep,HD-IL-7,16565454,233,N00004884,Danny_K._Davis,158834
9033,Susan Davis,D,Rep,HD-CA-53,2550215,8168,N00009604,Susan_Davis_(California),193104
9034,Peter DeFazio,D,Rep,HD-OR-4,17658713,27037,N00007781,Peter_DeFazio,159029
9035,Rosa DeLauro,D,Rep,HD-CT-3,5349073,26788,N00000615,Rosa_DeLauro,158778
9037,Lloyd Doggett,D,Rep,HD-TX-35,17658622,21689,N00006023,Lloyd_Doggett,159080
9038,Michael Doyle,D,Rep,HD-PA-14,13005560,55925,N00001373,Michael_Doyle_(Pennsylvania_Congress),159048
9041,Keith Ellison,D,Rep,HD-MN-5,6515997,38982,N00028257,Keith_Ellison_(Minnesota),212972
9045,Marcia Fudge,D,Rep,HD-OH-11,14904741,110640,N00030490,Marcia_Fudge,271756
9047,Kirsten Gillibrand,D,Sen,HD-NY-20,1577524,65147,N00027658,Kirsten_Gillibrand,248345
9050,Al Green,D,Rep,HD-TX-9,11567524,49680,N00026686,Al_Green_(Texas),226547
9051,Raul Grijalva,D,Rep,HD-AZ-3,17657668,28253,N00025284,Raul_Grijalva,211719
9052,Luis Gutierrez,D,Rep,HD-IL-4,12430974,26841,N00004874,Luis_Gutierrez,158831
9056,Alcee Hastings,D,Rep,HD-FL-20,17657879,26798,N00002884,Alcee_Hastings,158806
9057,Martin Heinrich,D,Sen,HD-NM-1,8939798,74517,N00029835,Martin_Heinrich,266934
9058,Brian Higgins,D,Rep,HD-NY-26,4689854,23127,N00027060,Brian_Higgins,197797
9059,James Himes,D,Rep,HD-CT-4,14257522,106744,N00029070,Jim_Himes,266938
9061,Mazie Hirono,D,Sen,HD-HI-2,6401094,1677,N00028139,Mazie_Hirono,248294
9065,Steny Hoyer,D,Rep,HD-MD-5,5702081,26890,N00001821,Steny_Hoyer,158889
9068,Sheila Jackson-Lee,D,Rep,HD-TX-18,6716263,21692,N00005818,Sheila_Jackson_Lee,159088
9069,Eddie Johnson,D,Rep,HD-TX-30,17658377,27098,N00008122,Eddie_Bernice_Johnson,159100
9070,Marcy Kaptur,D,Rep,HD-OH-9,3503114,27016,N00003522,Marcy_Kaptur,159009
9073,Ron Kind,D,Rep,HD-WI-3,15167032,630,N00004403,Ron_Kind,159128
9075,James Langevin,D,Rep,HD-RI-2,5029414,55787,N00009724,Jim_Langevin,207711
9076,Rick Larsen,D,Rep,HD-WA-2,17657616,56231,N00009759,Rick_Larsen,124078
9077,John Larson,D,Rep,HD-CT-1,16565470,17188,N00000575,John_Larson_(Connecticut),158776
9078,Barbara Lee,D,Rep,HD-CA-13,1263932,8315,N00008046,Barbara_Lee_(California),158726
9079,Sander Levin,D,Rep,HD-MI-9,782914,26918,N00003950,Sandy_Levin,158906
9080,John Lewis,D,Rep,HD-GA-5,6942266,26820,N00002577,John_Lewis_(Georgia),158811
9081,Daniel Lipinski,D,Rep,HD-IL-3,17658586,33692,N00027239,Daniel_Lipinski,226508
9082,David Loebsack,D,Rep,HD-IA-2,6321205,68964,N00027741,Dave_Loebsack,248296
9083,Zoe Lofgren,D,Rep,HD-CA-19,761620,21899,N00007479,Zoe_Lofgren,158733
9084,Nita Lowey,D,Rep,HD-NY-17,4674617,26982,N00001024,Nita_Lowey,158987
9085,Stephen Lynch,D,Rep,HD-MA-8,1819740,4844,N00013855,Stephen_Lynch,195035
9086,Carolyn Maloney,D,Rep,HD-NY-12,17658243,26978,N00000078,Carolyn_Maloney,158983
9089,Betty McCollum,D,Rep,HD-MN-4,6428407,3812,N00012942,Betty_McCollum,195933
9095,Gwen Moore,D,Rep,HD-WI-4,2653235,3457,N00026914,Gwen_Moore,199871
9099,Jerrold Nadler,D,Rep,HD-NY-10,17658246,26980,N00000939,Jerrold_Nadler,158977
9100,Eleanor Norton,D,Rep,HD-DC,18929695,775,N00001692,Eleanor_Holmes_Norton,158782
9107,Gary Peters,D,Sen,HD-MI-14,363232,8749,N00029277,Gary_Peters,195614
9109,Chellie Pingree,D,Rep,HD-ME-1,1656640,6586,N00013817,Chellie_Pingree,267137
9110,Jared Polis,D,Rep,HD-CO-2,658962,106220,N00029127,Jared_Polis,267142
9112,David Price,D,Rep,HD-NC-4,6891915,119,N00002260,David_Price,158937
9117,Lucille Roybal-Allard,D,Rep,HD-CA-40,12450156,26766,N00006671,Lucille_Roybal-Allard,158750
9118,C.A. Ruppersberger,D,Rep,HD-MD-2,17658031,36130,N00025482,Dutch_Ruppersberger,120144
9119,Bobby Rush,D,Rep,HD-IL-1,17657928,26831,N00004887,Bobby_Rush,158828
9120,Tim Ryan,D,Rep,HD-OH-13,2850732,45638,N00025280,Tim_Ryan_(Ohio),208806
9121,Linda Sanchez,D,Rep,HD-CA-38,17657762,29674,N00024870,Linda_S%C3%A1nchez,211684
9123,John Sarbanes,D,Rep,HD-MD-3,17658676,66575,N00027751,John_Sarbanes,248303
9124,Adam Schiff,D,Rep,HD-CA-28,15203357,9489,N00009585,Adam_Schiff,193010
9126,David Scott,D,Rep,HD-GA-13,13011507,7826,N00024871,David_Scott_(Georgia),193670
9127,Robert Scott,D,Rep,HD-VA-3,17658728,173269,N00002147,Robert_Scott_(Delaware),159106
9128,Jose Serrano,D,Rep,HD-NY-15,17391438,26981,N00001813,Jose_Serrano,158985
9130,Carol Shea-Porter,D,Rep,HD-NH-1,9763306,65891,N00028091,Carol_Shea-Porter,248311
9131,Albio Sires,D,Rep,HD-NJ-8,6389364,22510,N00027523,Albio_Sires,197402
9133,Louise Slaughter,D,Rep,HD-NY-25,17658702,26991,N00001311,Louise_Slaughter,158997
9134,Jackie Speier,D,Rep,HD-CA-14,12997061,8425,N00029649,Jackie_Speier,192997
9137,Bennie Thompson,D,Rep,HD-MS-2,8348996,26929,N00003288,Bennie_Thompson,158929
9138,Mike Thompson,D,Rep,HD-CA-5,1952480,3564,N00007419,Mike_Thompson_(California),158718
9140,Dina Titus,D,Rep,HD-NV-1,12996791,2629,N00030191,Dina_Titus,197530
9141,Chris Van Hollen,D,Sen,SD-MD,5552236,6098,N00013820,Chris_Van_Hollen,195215
9142,Peter Visclosky,D,Rep,HD-IN-1,16562743,26851,N00003813,Peter_Visclosky,158848
9143,Timothy Walz,D,Rep,HD-MN-1,9202001,65443,N00027467,Tim_Walz,248305
9144,Maxine Waters,D,Rep,HD-CA-43,1257359,26759,N00006690,Maxine_Waters,158752
9150,John Yarmuth,D,Rep,HD-KY-3,7155937,58579,N00028073,John_Yarmuth,248302
9151,Sanford Bishop,D,Rep,HD-GA-2,5134027,26817,N00002674,Sanford_Bishop_Jr.,158808
9154,Collin Peterson,D,Rep,HD-MN-7,16588347,26926,N00004558,Collin_Peterson,158917
9157,Mario Diaz-Balart,R,Rep,HD-FL-21,12999048,24312,N00025337,Mario_Diaz-Balart,193508
9160,James McGovern,D,Rep,HD-MA-2,17658594,552,N00000179,James_J._McGovern,158877
9161,Gregory Meeks,D,Rep,HD-NY-5,17658810,4360,N00001171,Gregory_Meeks,158975
9162,Tim Murphy,R,Rep,HD-PA-18,0,9794,N00024992,Tim_Murphy_(Pennsylvania),198209
9164,Ileana Ros-Lehtinen,R,Rep,HD-FL-18,9685208,26815,N00002858,Ileana_Ros-Lehtinen,158801
9165,Gregorio Sablan,I,Rep,HD-MP,0,110903,N00030418,Gregorio_Sablan,274097
9167,Paul Tonko,D,Rep,HD-NY-20,4469600,4403,N00030196,Paul_Tonko,197757
9168,Don Young,R,Rep,HD-AK,17658637,26717,N00007999,Don_Young_(Alaska),158699
9171,Joe Barton,R,Rep,HD-TX-6,11211974,27082,N00005656,Joe_Barton,159076
9172,Marsha Blackburn,R,Rep,SD-TN,6654369,25186,N00003105,Marsha_Blackburn,198986
9173,Kevin Brady,R,Rep,HD-TX-8,11362722,361,N00005883,Kevin_Brady_(Texas),159078
9175,Vern Buchanan,R,Rep,HD-FL-16,17658661,66247,N00027626,Vern_Buchanan,250707
9176,Michael Burgess,R,Rep,HD-TX-26,17658442,50120,N00025219,Michael_Burgess,211708
9177,Michael Conaway,R,Rep,HD-TX-11,11428119,49935,N00026041,Mike_Conaway_(Texas),226553
9179,John Culberson,R,Rep,HD-TX-7,6646293,5488,N00009738,John_Culberson,199253
9181,John Duncan,R,Rep,HD-TN-2,9391265,27069,N00003209,John_Duncan_Jr.,159063
9182,Kay Granger,R,Rep,HD-TX-12,17658723,334,N00008799,Kay_Granger,159082
9185,Dean Heller,R,Sen,SD-NV,6596477,2291,N00027522,Dean_Heller,218940
9186,Jeb Hensarling,R,Rep,HD-TX-5,17658386,49827,N00024922,Jeb_Hensarling,211722
9188,Sam Johnson,R,Rep,HD-TX-3,17658383,27079,N00008028,Sam_Johnson_(Texas_congressman),159073
9191,Kenny Marchant,R,Rep,HD-TX-24,13007002,5549,N00026710,Kenny_Marchant,199221
9192,Michael McCaul,R,Rep,HD-TX-10,15456789,49210,N00026460,Michael_McCaul,226551
9193,Cathy McMorris Rodgers,R,Rep,HD-WA-5,2941046,3217,N00026314,Cathy_McMorris_Rodgers,199779
9197,Bill Posey,R,Rep,HD-FL-8,12998616,24280,N00029662,Bill_Posey,193543
9199,David Reichert,R,Rep,HD-WA-8,3576336,51346,N00026885,Dave_Reichert,226565
9200,Pete Sessions,R,Rep,HD-TX-32,10838573,288,N00005681,Pete_Sessions,159075
9201,Adam Smith,D,Rep,HD-WA-9,17658734,845,N00007833,Adam_Smith_(Washington),159125
9202,Lamar Smith,R,Rep,HD-TX-21,17658727,27097,N00001811,Lamar_Smith,159091
9209,Gus Bilirakis,R,Rep,HD-FL-12,12998704,17318,N00027462,Gus_Bilirakis,193559
9210,John Boozman,R,Sen,HD-AR-3,9687692,27958,N00013873,John_Boozman,209930
9211,Ken Calvert,R,Rep,HD-CA-42,2378663,26777,N00007099,Ken_Calvert,158760
9212,Shelley Capito,R,Sen,HD-WV-2,6651319,11701,N00009771,Shelley_Moore_Capito,200084
9213,Tom Cole,R,Rep,HD-OK-4,14964187,46034,N00025726,Tom_Cole_(Oklahoma),211693
9215,Jeff Fortenberry,R,Rep,HD-NE-1,17658605,41929,N00026631,Jeff_Fortenberry,226527
9216,Robert Latta,R,Rep,HD-OH-5,3428798,9926,N00012233,Bob_Latta,209172
9217,Tom McClintock,R,Rep,HD-CA-4,2481759,9715,N00006863,Tom_McClintock,193067
9220,Mike D. Rogers,R,Rep,HD-AL-3,6571477,5705,N00024759,Mike_Rogers_(Alabama),192661
9222,Michael Simpson,R,Rep,HD-ID-2,7913824,2917,N00006263,Michael_Simpson_(Idaho),158827
9225,Mike Coffman,R,Rep,HD-CO-6,12998053,1535,N00024753,Mike_Coffman_(Colorado),251692
9228,Duncan Hunter,R,Rep,HD-CA-50,17658760,104308,N00029258,Duncan_Hunter,272496
9231,Edward Royce,R,Rep,HD-CA-39,390709,70848,N00008264,Edward_Royce,158756
9232,James Sensenbrenner,R,Rep,HD-WI-5,3273057,27142,N00004291,Jim_Sensenbrenner,159134
9233,Grace Napolitano,D,Rep,HD-CA-32,774257,8393,N00006789,Grace_Napolitano,158751
9234,Judy Chu,D,Rep,HD-CA-27,1258090,16539,N00030600,Judy_Chu,209456
9237,Christopher Smith,R,Rep,HD-NJ-4,17658186,26952,N00009816,Chris_Smith_(New_Jersey),158955
9243,Rob Bishop,R,Rep,HD-UT-1,15107372,50544,N00025292,Rob_Bishop,211710
9244,Roy Blunt,R,Sen,HD-MO-7,3837002,418,N00005195,Roy_Blunt,158925
9254,John Carter,R,Rep,HD-TX-31,17658461,49296,N00025095,John_Carter_(Texas),211726
9255,Bill Cassidy,R,Sen,HD-LA-6,6673315,69494,N00030245,Bill_Cassidy,266763
9257,Jason Chaffetz,R,Rep,HD-UT-3,9875071,103482,N00028958,Jason_Chaffetz,239356
9261,Joseph Crowley,D,Rep,HD-NY-14,4876353,4295,N00001127,Joseph_Crowley,158976
9264,Charles Dent,R,Rep,HD-PA-15,6568974,9121,N00026171,Charlie_Dent,198188
9265,Joe Donnelly,D,Sen,SD-IN,7409487,34212,N00026586,Joe_Donnelly,248299
9269,Virginia Foxx,R,Rep,HD-NC-5,6285984,6051,N00026166,Virginia_Foxx,196515
9270,Rodney Frelinghuysen,R,Rep,HD-NJ-11,6513034,22177,N00000684,Rodney_Frelinghuysen,158962
9273,Sam Graves,R,Rep,HD-MO-6,3836803,9425,N00013323,Sam_Graves,195969
9274,Brett Guthrie,R,Rep,HD-KY-2,6573540,18829,N00029675,Brett_Guthrie,194385
9279,Darrell Issa,R,Rep,HD-CA-49,61054,16553,N00007017,Darrell_Issa,205554
9280,Lynn Jenkins,R,Rep,HD-KS-2,6612389,18594,N00029077,Lynn_Jenkins,208581
9282,Walter Jones,R,Rep,HD-NC-3,17658130,21785,N00002299,Walter_Jones,158936
9283,Peter King,R,Rep,HD-NY-2,17658227,26968,N00001193,Peter_King,158972
9284,Steve King,R,Rep,HD-IA-4,6587767,10853,N00025237,Steve_King_(Iowa),193968
9289,Leonard Lance,R,Rep,HD-NJ-7,13008942,4443,N00000898,Leonard_Lance,197381
9293,Frank LoBiondo,R,Rep,HD-NJ-2,17658180,21890,N00000851,Frank_LoBiondo,158953
9294,Frank Lucas,R,Rep,HD-OK-3,17658609,27032,N00005559,Frank_Lucas,159025
9295,Blaine Luetkemeyer,R,Rep,HD-MO-3,4243467,20400,N00030026,Blaine_Luetkemeyer,196108
9305,Jerry Moran,R,Sen,HD-KS-1,19889609,542,N00005282,Jerry_Moran,158858
9307,Richard Neal,D,Rep,HD-MA-1,17441075,26895,N00000153,Richard_Neal,158876
9308,Erik Paulsen,R,Rep,HD-MN-3,17658795,3833,N00029391,Erik_Paulsen,195908
9309,Ed Perlmutter,D,Rep,HD-CO-7,6276954,2653,N00027510,Ed_Perlmutter,193129
9311,Ted Poe,R,Rep,HD-TX-2,16584997,49198,N00026457,Ted_Poe,226545
9312,Mike Quigley,D,Rep,HD-IL-5,8785226,83310,N00030581,Mike_Quigley,277349
9315,David Roe,R,Rep,HD-TN-1,2886736,65306,N00028463,Phil_Roe,267171
9316,Thomas Rooney,R,Rep,HD-FL-17,0,107800,N00029018,Thomas_Rooney_(Florida),267175
9321,Kurt Schrader,D,Rep,HD-OR-5,22206618,10813,N00030071,Kurt_Schrader,198136
9322,John Shimkus,R,Rep,HD-IL-15,17657969,246,N00004961,John_Shimkus,158847
9323,Bill Shuster,R,Rep,HD-PA-9,17658321,55693,N00013770,Bill_Shuster,209249
9324,Adrian Smith,R,Rep,HD-NE-3,6558263,21284,N00027623,Adrian_Smith,196871
9329,Glenn Thompson,R,Rep,HD-PA-5,4811486,24046,N00029736,Glenn_Thompson_(Pennsylvania),267269
9330,Mac Thornberry,R,Rep,HD-TX-13,17658625,21706,N00006052,Mac_Thornberry,159083
9332,Patrick Tiberi,R,Rep,HD-OH-12,2781461,8404,N00009699,Patrick_Tiberi,197859
9333,Michael Turner,R,Rep,HD-OH-10,17658265,45519,N00025175,Michael_Turner_(Ohio),211690
9334,Fred Upton,R,Rep,HD-MI-6,2001367,26906,N00004133,Fred_Upton,158900
9335,Greg Walden,R,Rep,HD-OR-2,3106417,2979,N00007690,Greg_Walden,159027
9337,Joe Wilson,R,Rep,HD-SC-2,6644962,3985,N00024809,Joe_Wilson_(South_Carolina),198713
9340,Jim Costa,D,Rep,HD-CA-16,732074,3577,N00026341,Jim_Costa,193005
9341,Louie Gohmert,R,Rep,HD-TX-1,11600094,50029,N00026148,Louie_Gohmert,226543
9343,Dana Rohrabacher,R,Rep,HD-CA-48,9685202,26763,N00007151,Dana_Rohrabacher,158762
9344,Peter Roskam,R,Rep,HD-IL-6,3052886,6382,N00004719,Peter_Roskam,208702
9346,Robert Aderholt,R,Rep,HD-AL-4,6307650,441,N00003028,Robert_Aderholt,158703
9357,Jeff Flake,R,Sen,SD-AZ,8753041,28128,N00009573,Jeff_Flake,205546
9359,Trent Franks,R,Rep,HD-AZ-8,1448924,28399,N00006423,Trent_Franks,211720
9360,John Garamendi,D,Rep,HD-CA-3,12997062,29664,N00030856,John_Garamendi,240331
9362,Bob Goodlatte,R,Rep,HD-VA-6,17658523,27116,N00009154,Bob_Goodlatte,159109
9363,Gregg Harper,R,Rep,HD-MS-3,17658799,101985,N00029632,Gregg_Harper,266921
9365,Jim Jordan,R,Rep,HD-OH-4,13004893,8158,N00027894,Jim_Jordan_(Ohio),197920
9368,Doug Lamborn,R,Rep,HD-CO-5,6368620,2698,N00028133,Doug_Lamborn,193118
9371,Kevin McCarthy,R,Rep,HD-CA-23,331199,28918,N00028152,Kevin_McCarthy_(California),211752
9372,Patrick McHenry,R,Rep,HD-NC-10,6009425,21031,N00026627,Patrick_McHenry,212009
9375,Devin Nunes,R,Rep,HD-CA-22,2429326,16725,N00007248,Devin_Nunes,211691
9376,Pete Olson,R,Rep,HD-TX-22,17658836,102008,N00029285,Pete_Olson,164975
9379,Tom Price,R,Rep,HD-GA-6,7844765,11853,N00026160,Tom_Price_(Georgia),193697
9381,Harold Rogers,R,Rep,HD-KY-5,17657470,26875,N00003473,Hal_Rogers,158866
9383,Paul Ryan,R,Rep,HD-WI-1,7432657,26344,N00004357,Paul_Ryan,159126
9384,Steve Scalise,R,Rep,HD-LA-1,6627583,9026,N00009660,Steve_Scalise,194976
9389,Robert Wittman,R,Rep,HD-VA-1,6666723,58133,N00029459,Rob_Wittman,241260
9394,Nancy Pelosi,D,Rep,HD-CA-12,2022063,26732,n00007360,Nancy_Pelosi,158725
9395,Theodore Deutch,D,Rep,HD-FL-21,6467543,67151,N00031317,Theodore_O._Rogers,248601
9402,Sherrod Brown,D,Sen,SD-OH,3439679,27018,N00003535,Sherrod_Brown,159013
9403,Robert Casey,D,Sen,SD-PA,5967054,2541,N00027503,Robert_Casey_(Pennsylvania),240529
9405,Richard Durbin,D,Sen,SD-IL,3414130,26847,N00004981,Dick_Durbin,165219
9408,Amy Klobuchar,D,Sen,SD-MN,17659011,65092,N00027500,Amy_Klobuchar,248506
