people_id,name,party,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid
9412,Claire McCaskill,D,Sen,SD-MO,4742989,2109,N00027694,Claire_McCaskill,240412
9413,Robert Menendez,D,Sen,SD-NJ,17659015,26961,N00000699,Bob_Menendez,158964
9414,Charles Schumer,D,Sen,SD-NY,19890086,26976,N00001093,Chuck_Schumer,165260
9415,Debbie Stabenow,D,Sen,SD-MI,10688869,515,N00004118,Debbie_Stabenow,205511
9417,Ron Wyden,D,Sen,SD-OR,5397600,27036,N00007724,Ron_Wyden,165265
9422,Jeanne Shaheen,D,Sen,SD-NH,2227644,1663,N00024790,Jeanne_Shaheen,209675
9423,Dianne Feinstein,D,Sen,SD-CA,26294,53273,N00007364,Dianne_Feinstein,165201
9424,Patrick Leahy,D,Sen,SD-VT,19890007,53353,N00009918,Patrick_Leahy_(Vermont),165283
9425,Thomas Carper,D,Sen,SD-DE,8428238,22421,N00012508,Tom_Carper,205484
9427,Maria Cantwell,D,Sen,SD-WA,3465258,27122,N00007836,Maria_Cantwell,205537
9428,Lamar Alexander,R,Sen,SD-TN,2116345,15691,N00009888,Lamar_Alexander,211704
9429,Bob Corker,R,Sen,SD-TN,9471242,65905,N00027441,Bob_Corker,248423
9431,Patty Murray,D,Sen,SD-WA,18930579,53358,N00007876,Patty_Murray,165286
9432,Bill Nelson,D,Sen,SD-FL,6416097,1606,N00009926,Bill_Nelson_(Florida),205493
9434,Bernard Sanders,I,Sen,SD-VT,9960190,27110,N00000528,Bernie_Sanders,159116
9441,Benjamin Cardin,D,Sen,SD-MD,8046162,26888,N00001955,Ben_Cardin,158887
9443,Sheldon Whitehouse,D,Sen,SD-RI,373538,2572,N00027533,Sheldon_Whitehouse,248425
9444,John Cornyn,R,Sen,SD-TX,6646197,15375,N00024852,John_Cornyn,211675
9445,Mike Crapo,R,Sen,SD-ID,19890076,26830,N00006267,Mike_Crapo,165218
9447,Jon Kyl,R,Sen,SD-AZ,0,26721,N00006406,Jon_Kyl,165200
9448,John McCain,R,Sen,SD-AZ,19897785,53270,N00006424,John_McCain,165199
9450,Johnny Isakson,R,Sen,SD-GA,7238922,1721,N00002593,Johnny_Isakson,158812
9452,Michael Enzi,R,Sen,SD-WY,6651769,558,N00006249,Mike_Enzi,165292
9455,Jeff Sessions,R,Sen,SD-AL,22025634,443,N00003062,Jeff_Sessions,165196
9459,Susan Collins,R,Sen,SD-ME,10045641,379,N00000491,Susan_Collins_(Maine),165234
9460,Jack Reed,D,Sen,SD-RI,5584992,27060,N00000362,Jack_Reed,165269
9463,Michael Bennet,D,Sen,SD-CO,5995587,110942,N00030608,Michael_Bennet,274906
9469,Jeff Merkley,D,Sen,SD-OR,13005237,23644,N00029303,Jeff_Merkley,198129
9471,Jon Tester,D,Sen,SD-MT,7974707,20928,N00027605,Jon_Tester,196276
9472,Tom Udall,D,Sen,SD-NM,1864753,22658,N00006561,Tom_Udall,158967
9473,Mark Warner,D,Sen,SD-VA,6003122,535,N00002097,Mark_Warner,210000
9476,Al Franken,D,Sen,SD-MN,1646379,108924,N00029016,Al_Franken,266864
9478,James Inhofe,R,Sen,SD-OK,10938141,27027,N00005582,Jim_Inhofe,165264
9482,Pat Roberts,R,Sen,SD-KS,16368473,26866,N00005285,Pat_Roberts,165224
9483,John Barrasso,R,Sen,SD-WY,10154698,52662,N00006236,John_Barrasso,214311
9484,Chuck Grassley,R,Sen,SD-IA,6338995,53293,N00001758,Chuck_Grassley,165215
9486,Richard Burr,R,Sen,SD-NC,6860429,21787,N00002221,Richard_Burr,158938
9487,Thad Cochran,R,Sen,SD-MS,10931178,53312,N00003328,Thad_Cochran,165241
9488,Lindsey Graham,R,Sen,SD-SC,8463292,21992,N00009975,Lindsey_Graham,159057
9489,Orrin Hatch,R,Sen,SD-UT,1673075,53352,N00009869,Orrin_Hatch,165279
9491,Lisa Murkowski,R,Sen,SD-AK,6604204,15841,N00026050,Lisa_Murkowski,192554
9492,John Thune,R,Sen,SD-SD,19897787,398,N00004572,John_Thune,159061
9493,Roger Wicker,R,Sen,SD-MS,17659028,21926,N00003280,Roger_Wicker,158928
9496,James Risch,R,Sen,SD-ID,6576171,2919,N00029441,Jim_Risch,213702
9497,Mitch McConnell,R,Sen,SD-KY,9284790,53298,N00003389,Mitch_McConnell,165225
9500,Richard Shelby,R,Sen,SD-AL,7384087,53266,N00009920,Richard_Shelby,165195
9549,Tom Graves,R,Rep,HD-GA-14,6801736,31969,N00030788,Tom_Graves,211906
9624,Christopher Coons,D,Sen,SD-DE,5584171,122834,N00031820,Chris_Coons,286419
9625,Joe Manchin,D,Sen,SD-WV,7573477,7547,N00032838,Joe_Manchin_III,219013
9630,Tom Reed,R,Rep,HD-NY-23,17657549,127046,N00030949,Tom_Reed_(New_York),284901
11040,Diane Black,R,Rep,HD-TN-6,9363448,25292,N00031539,Diane_Black,199041
11041,Mo Brooks,R,Rep,HD-AL-5,6668470,121610,N00030910,Mo_Brooks,283897
11042,Larry Bucshon,R,Rep,HD-IN-8,7004017,120335,N00031227,Larry_Bucshon,284631
11045,Steve Chabot,R,Rep,HD-OH-1,16571277,21790,N00003689,Steve_Chabot,159001
11047,Eric Crawford,R,Rep,HD-AR-1,17657353,119208,N00030770,Rick_Crawford_(Arkansas),283914
11048,Sean Duffy,R,Rep,HD-WI-7,2928087,126238,N00030967,Sean_Duffy,284580
11049,Jeff Duncan,R,Rep,HD-SC-3,8045191,47967,N00030752,Jeff_Duncan_(South_Carolina),213970
11051,Bill Flores,R,Rep,HD-TX-17,17657601,116906,N00031545,Bill_Flores,287157
11052,Cory Gardner,R,Sen,SD-CO,5988870,30004,N00030780,Cory_Gardner,210102
11053,Bob Gibbs,R,Rep,HD-OH-7,3104545,45466,N00031128,Bob_Gibbs,212534
11054,Paul Gosar,R,Rep,HD-AZ-4,8461058,123491,N00030771,Paul_Gosar,283933
11055,Trey Gowdy,R,Rep,HD-SC-4,8346850,121782,N00030880,Trey_Gowdy,285066
11056,Vicky Hartzler,R,Rep,HD-MO-4,955870,8783,N00031005,Vicky_Hartzler,284768
11058,Bill Huizenga,R,Rep,HD-MI-2,6574786,38351,N00030673,Bill_Huizenga,288017
11059,Bill Johnson,R,Rep,HD-OH-6,17657550,120649,N00032088,Bill_Johnson_(Ohio),287357
11060,Adam Kinzinger,R,Rep,HD-IL-16,17657449,116559,N00030667,Adam_Kinzinger,284452
11061,James Lankford,R,Sen,HD-OK-5,17657561,124938,N00031129,James_Lankford,284972
11062,Billy Long,R,Rep,HD-MO-7,4394340,123401,N00030676,Billy_Long,284784
11063,David McKinley,R,Rep,HD-WV-1,7565199,117396,N00031681,David_McKinley,284510
11064,Mick Mulvaney,R,Rep,HD-SC-5,6670008,60348,N00031412,Mick_Mulvaney,249811
11066,Stevan Pearce,R,Rep,HD-NM-2,6638679,10655,N00012672,Steve_Pearce,310708
11067,Mike Pompeo,R,Rep,HD-KS-4,8842438,125023,N00030744,Mike_Pompeo,284661
11069,James Renacci,R,Rep,HD-OH-16,2900801,120678,N00031127,Jim_Renacci,284934
11072,Todd Rokita,R,Rep,HD-IN-4,6592215,34167,N00031741,Todd_Rokita,218889
11073,Dennis Ross,R,Rep,HD-FL-15,451808,12813,N00030645,Dennis_Ross,205890
11074,Tim Scott,R,Sen,HD-SC-1,6644860,11940,N00031782,Tim_Scott,272024
11077,Tim Walberg,R,Rep,HD-MI-7,200642,8618,N00026368,Tim_Walberg,248304
11080,Todd Young,R,Sen,SD-IN,7157141,120345,N00030670,Todd_Young,284637
11099,Steve Womack,R,Rep,HD-AR-3,9604218,71815,N00031857,Steve_Womack,285713
11100,Rob Woodall,R,Rep,HD-GA-7,17657434,122251,N00032416,Rob_Woodall,286515
11120,Lou Barletta,R,Rep,HD-PA-11,14995487,47143,N00025495,Lou_Barletta,266703
11123,Jeff Denham,R,Rep,HD-CA-10,13008566,28769,N00031593,Jeff_Denham,211732
11124,Scott DesJarlais,R,Rep,HD-TN-4,16586618,123473,N00030957,Scott_DesJarlais,285129
11127,Blake Farenthold,R,Rep,HD-TX-27,15084130,116919,N00031672,Blake_Farenthold,287179
11129,Charles Fleischmann,R,Rep,HD-TN-3,9391800,123456,N00030815,Charles_Fleischmann,285119
11132,Morgan Griffith,R,Rep,HD-VA-9,6276976,5148,N00032029,Morgan_Griffith,199430
11135,Jaime Herrera Beutler,R,Rep,HD-WA-3,2951218,101907,N00031559,Jaime_Herrera_Beutler,229353
11136,Randy Hultgren,R,Rep,HD-IL-14,2767639,18199,N00031104,Randy_Hultgren,194314
11137,Mike Kelly,R,Rep,HD-PA-3,5007914,119463,N00031647,Mike_Kelly_(Pennsylvania),286955
11138,Raul Labrador,R,Rep,HD-ID-1,12999774,57391,N00031377,Raul_Labrador,249702
11139,Tom Marino,R,Rep,HD-PA-10,17657570,119478,N00031777,Tom_Marino,286966
11140,Patrick Meehan,R,Rep,HD-PA-7,17657569,119474,N00031134,Patrick_Meehan,284999
11143,Steve Stivers,R,Rep,HD-OH-15,3672534,45333,N00029574,Steve_Stivers,213916
11144,Scott Tipton,R,Rep,HD-CO-3,6022986,65403,N00027509,Scott_Tipton,267906
11145,Daniel Webster,R,Rep,HD-FL-10,13011367,24302,N00026335,Daniel_Webster_(Florida),193483
11146,Kevin Yoder,R,Rep,HD-KS-3,6612812,34433,N00031502,Kevin_Yoder,212291
11162,Colleen Hanabusa,D,Rep,HD-HI-1,6401142,17745,N00025881,Colleen_Hanabusa,193912
11163,Martha Roby,R,Rep,HD-AL-2,17657350,71604,N00030768,Martha_Roby,283894
11164,Austin Scott,R,Rep,HD-GA-8,6805076,11812,N00032457,Austin_Scott,193858
11199,Richard Blumenthal,D,Sen,SD-CT,6378136,1568,N00031685,Richard_Blumenthal,218586
11200,Frederica Wilson,D,Rep,HD-FL-24,12999016,17319,N00030650,Frederica_Wilson,211856
11201,Terri Sewell,D,Rep,HD-AL-7,17657351,121621,N00030622,Terri_Sewell,283908
11271,Cedric Richmond,D,Rep,HD-LA-2,6410112,35384,N00030184,Cedric_Richmond,194997
11302,Karen Bass,D,Rep,HD-CA-37,22511,28963,N00031877,Karen_Bass,226476
11605,Andy Harris,R,Rep,HD-MD-1,4600723,19157,N00029147,Andy_Harris,195206
11606,David Schweikert,R,Rep,HD-AZ-6,8573431,106387,N00006460,David_Schweikert,267202
11799,Justin Amash,R,Rep,HD-MI-3,6676756,105566,N00031938,Justin_Amash,268350
11803,Kristi Noem,R,Rep,HD-SD,6669590,58189,N00032022,Kristi_Noem,0
11804,Steven Palazzo,R,Rep,HD-MS-4,6673196,69521,N00031958,Steven_Palazzo,249791
11807,David Cicilline,D,Rep,HD-RI-1,6441236,7349,N00032019,David_Cicilline,198593
11867,William Keating,D,Rep,HD-MA-9,17657478,4743,N00031933,Bill_Keating,286684
11893,Rand Paul,R,Sen,SD-KY,9337758,117285,N00030836,Rand_Paul,285781
11905,Pat Toomey,R,Sen,SD-PA,4944091,24096,N00001489,Pat_Toomey,159045
11907,Ron Johnson,R,Sen,SD-WI,2938769,126217,N00032546,Ron_Johnson_(Wisconsin),309565
11909,Mike Lee,R,Sen,SD-UT,19890610,66395,N00031696,Mike_Lee_(Utah),268656
11910,Marco Rubio,R,Sen,SD-FL,12999040,1601,N00030612,Marco_Rubio,193597
11966,Rob Portman,R,Sen,SD-OH,3094681,27008,N00003682,Rob_Portman,159002
11971,John Hoeven,R,Sen,SD-ND,144736,41788,N00031688,John_Hoeven,209683
13318,Mark Amodei,R,Rep,HD-NV-2,6596644,12537,N00031177,Mark_Amodei,197540
13869,Suzanne Bonamici,D,Rep,HD-OR-1,339835,59641,N00033474,Suzanne_Bonamici,249764
14026,Thomas Massie,R,Rep,HD-KY-4,9195688,132068,N00034041,Thomas_Massie,391510
14071,Donald Payne,D,Rep,HD-NJ-10,17658196,26957,N00034639,Donald_Payne_Jr.,409583
14081,Brian Schatz,D,Sen,SD-HI,6397188,17852,N00028138,Brian_Schatz,193945
14082,Joyce Beatty,D,Rep,HD-OH-3,2954872,2427,N00033904,Joyce_Beatty,197852
14083,Doug Collins,R,Rep,HD-GA-9,6671754,67851,N00033518,Doug_Collins,249158
14084,Richard Hudson,R,Rep,HD-NC-8,6611759,136448,N00033630,Richard_Hudson,161542
14085,Grace Meng,D,Rep,HD-NY-6,4676224,69157,N00034547,Grace_Meng,271828
14086,Richard Nolan,D,Rep,HD-MN-8,6255786,138505,N00021207,Rick_Nolan,378711
14090,Suzan DelBene,D,Rep,HD-WA-1,2610675,126272,N00030693,Suzan_DelBene,284676
14135,Chris Collins,R,Rep,HD-NY-27,4978019,139770,N00001285,Chris_Collins_(New_York),413516
14136,Elizabeth Esty,D,Rep,HD-CT-5,12998330,72826,N00033217,Elizabeth_Esty,272156
14137,Hakeem Jeffries,D,Rep,HD-NY-8,13009236,55285,N00033640,Hakeem_Jeffries,250929
14138,Sean Maloney,D,Rep,HD-NY-18,4512254,139760,N00034277,Sean_Maloney,413491
14882,Julia Brownley,D,Rep,HD-CA-26,1256839,59904,N00034254,Julia_Brownley,248455
14884,Matthew Cartwright,D,Rep,HD-PA-17,15013323,136236,N00034128,Matt_Cartwright,392004
14886,Paul Cook,R,Rep,HD-CA-8,6553062,58121,N00034224,Paul_Cook_(California),248491
14887,Tom Cotton,R,Sen,HD-AR-4,13607871,135651,N00033363,Tom_Cotton,378517
14888,Kevin Cramer,R,Rep,SD-ND,13010662,444,N00004614,Kevin_Cramer,240471
14889,Steve Daines,R,Sen,SD-MT,7687176,135720,N00033054,Steve_Daines,378524
14891,Ron DeSantis,R,Rep,HD-FL-6,17657831,137630,N00034746,Ron_DeSantis,424820
14893,Lois Frankel,D,Rep,HD-FL-22,12998905,8102,N00002893,Lois_Frankel,193594
14897,George Holding,R,Rep,HD-NC-13,6367035,136462,N00033399,George_Holding,316283
14898,Jared Huffman,D,Rep,HD-CA-2,13008447,59849,N00033030,Jared_Huffman,248432
14900,Alan Lowenthal,D,Rep,HD-CA-47,2422636,16469,N00033274,Alan_Lowenthal,193083
14902,Mark Meadows,R,Rep,HD-NC-11,5904346,136459,N00033631,Mark_Meadows_(North_Carolina),378689
14903,Markwayne Mullin,R,Rep,HD-OK-2,12013169,135898,N00033410,Markwayne_Mullin,378700
14905,Beto O'Rourke,D,Rep,HD-TX-16,17658418,78533,N00033540,Beto_O%27Rourke,378713
14906,Scott Perry,R,Rep,HD-PA-4,13005805,59980,N00034120,Scott_Perry,248703
14907,Robert Pittenger,R,Rep,HD-NC-9,5956762,41272,N00034416,Robert_Pittenger,212024
14909,Tom Rice,R,Rep,HD-SC-7,17658351,11763,N00033832,Tom_Rice_(South_Carolina),392043
14912,Keith Rothfus,R,Rep,HD-PA-12,15328020,119466,N00031253,Keith_Rothfus,284990
14916,Bradley Schneider,D,Rep,HD-IL-10,2671149,134948,N00033101,Brad_Schneider,378769
14918,Chris Stewart,R,Rep,HD-UT-2,17658507,135930,N00033932,Chris_Smith_(New_Jersey),392415
14920,Juan Vargas,D,Rep,HD-CA-51,622640,29100,N00007021,Juan_Vargas,143356
14921,Jackie Walorski,R,Rep,HD-IN-2,6659187,34205,N00031226,Jackie_Walorski,227370
14922,Randy Weber,R,Rep,HD-TX-14,13006857,102026,N00033539,Randy_Weber,269711
14923,Brad Wenstrup,R,Rep,HD-OH-2,2596103,135326,N00033310,Brad_Wenstrup,378835
14924,Roger Williams,R,Rep,HD-TX-25,17658466,50112,N00030602,Roger_Williams_(Texas),244512
14925,Ted Yoho,R,Rep,HD-FL-3,17657842,137622,N00033220,Ted_Yoho,378855
15051,Garland Barr,R,Rep,HD-KY-6,9192076,117290,N00031233,Andy_Barr,284674
15053,Tammy Duckworth,D,Sen,SD-IL,17658669,57442,N00027860,Tammy_Duckworth,264841
15054,Tulsi Gabbard,D,Rep,HD-HI-2,6401344,129306,N00033281,Tulsi_Gabbard,378573
15204,Daniel Kildee,D,Rep,HD-MI-5,520771,136102,N00033395,Dan_Kildee,294255
15205,Ami Bera,D,Rep,HD-CA-7,12556998,120030,N00030717,Ami_Bera,284011
15206,Rodney Davis,R,Rep,HD-IL-13,3054746,9622,N00034784,Rodney_Davis_(Illinois),160440
15207,John Delaney,D,Rep,HD-MD-6,4985632,135143,N00033897,John_Delaney,391562
15212,Jim Bridenstine,R,Rep,HD-OK-1,17658289,135894,N00033532,Jim_Bridenstine,378486
15213,Susan Brooks,R,Rep,HD-IN-5,17657978,135988,N00033495,Susan_Brooks,378487
15214,Cheri Bustos,D,Rep,HD-IL-17,15306815,134964,N00033390,Cheri_Bustos,378493
15216,Joaquin Castro,D,Rep,HD-TX-20,6396620,49227,N00033316,Joaquin_Castro,212619
15217,Tony Cardenas,D,Rep,HD-CA-29,17657742,9754,N00033373,Tony_C%C3%A1rdenas,193068
15223,Denny Heck,D,Rep,HD-WA-10,2606434,126058,N00031557,Denny_Heck,284686
15224,David Joyce,R,Rep,HD-OH-14,14885217,143052,N00035007,David_Joyce,439365
15225,Joseph Kennedy,D,Rep,HD-MA-4,17658014,116845,N00034044,Joseph_Kennedy_III,397746
15226,Derek Kilmer,D,Rep,HD-WA-6,1230035,51516,N00034453,Derek_Kilmer,226622
15227,Ann Kuster,D,Rep,HD-NH-2,9794994,122256,N00030875,Annie_Kuster,284835
15228,Doug LaMalfa,R,Rep,HD-CA-1,1560957,29713,N00033987,Doug_LaMalfa,211738
15229,Michelle Lujan Grisham,D,Rep,HD-NM-1,14043056,102404,N00029400,Michelle_Lujan_Grisham,378591
15230,Luke Messer,R,Rep,HD-IN-6,6659146,33997,N00012546,Luke_Messer,216650
15234,Mark Pocan,D,Rep,HD-WI-2,17658558,26238,N00033549,Mark_Pocan,199986
15235,Scott Peters,D,Rep,HD-CA-52,14148706,70351,N00033591,Scott_Peters,378729
15236,Raul Ruiz,D,Rep,HD-CA-36,17657757,136407,N00033510,Raul_Ruiz,291125
15237,Krysten Sinema,D,Rep,SD-AZ,6459171,28338,N00033983,Kyrsten_Sinema,227495
15238,Eric Swalwell,D,Rep,HD-CA-15,15742560,129529,N00033508,Eric_Swalwell,378800
15239,Mark Takano,D,Rep,HD-CA-41,17657771,22337,N00006701,Mark_Takano,378804
15240,David Valadao,R,Rep,HD-CA-21,13008587,120200,N00033367,David_Valadao,289367
15241,Marc Veasey,D,Rep,HD-TX-33,6453720,49671,N00033839,Marc_Veasey,228540
15242,Filemon Vela,D,Rep,HD-TX-34,17658451,137719,N00034349,Filemon_Vela_(Texas_U.S._representative),405531
15243,Ann Wagner,R,Rep,HD-MO-2,4493676,136083,N00033106,Ann_Wagner,378827
15313,Ted Cruz,R,Sen,SD-TX,210204,135705,N00033085,Ted_Cruz,378522
15315,Deb Fischer,R,Sen,SD-NE,13012823,41963,N00033443,Deb_Fischer,228296
15318,Heidi Heitkamp,D,Sen,SD-ND,2111551,41716,N00033782,Heidi_Heitkamp,391869
15348,Angus King,I,Sen,SD-ME,1792907,22381,N00034580,Angus_King,209655
15350,Elizabeth Warren,D,Sen,SD-MA,1789719,141272,N00033492,Elizabeth_Warren,309189
15418,Tim Kaine,D,Sen,SD-VA,5743146,50772,N00033177,Tim_Kaine,140385
16022,Robin Kelly,D,Rep,HD-IL-2,2665398,33384,N00035215,Robin_Kelly,212680
16031,Mark Sanford,R,Rep,HD-SC-1,6574045,21991,N00002424,Mark_Sanford_(South_Carolina),213216
16037,Jason Smith,R,Rep,HD-MO-8,6669122,59318,N00035282,Jason_Smith_(Missouri_representative),243054
16055,Cory Booker,D,Sen,SD-NJ,1987417,76151,N00035267,Cory_Booker,462025
16065,Katherine Clark,D,Rep,HD-MA-5,20536475,35858,N00035278,Katherine_Clark,263010
16101,Bradley Byrne,R,Rep,HD-AL-1,6583839,27584,N00035380,Bradley_Byrne,212089
16269,Donald Norcross,D,Rep,HD-NJ-1,6498707,116277,N00036154,Donald_Norcross,282657
16270,Dave Brat,R,Rep,HD-VA-7,24351695,152270,N00036013,David_Brat,483772
16271,Alma Adams,D,Rep,HD-NC-12,5890773,5935,N00035451,Alma_Adams,196595
16447,Rick Allen,R,Rep,HD-GA-12,6939101,136062,N00032240,Rick_Allen,378450
16449,Brian Babin,R,Rep,HD-TX-36,11282531,360,N00005736,Brian_Babin,481703
16450,Mike Bishop,R,Rep,HD-MI-8,1603105,152471,N00036449,Michael_Bishop_(Michigan),195690
16451,Rod Blum,R,Rep,HD-IA-1,3203235,135714,N00033744,Rod_Blum,378476
16452,Mike Bost,R,Rep,HD-IL-12,6577297,6302,N00035420,Mike_Bost,194400
16453,Ken Buck,R,Rep,HD-CO-4,12004621,125319,N00030829,Ken_Buck,285181
16454,Earl Carter,R,Rep,HD-GA-1,6806386,32085,N00035346,Earl_%22Buddy%22_Carter,228474
16455,Barbara Comstock,R,Rep,HD-VA-10,6680418,112252,N00036023,Barbara_Comstock,282950
16456,Ryan Costello,R,Rep,HD-PA-6,23442796,133557,N00031064,Ryan_Costello,288232
16457,Carlos Curbelo,R,Rep,HD-FL-26,364479,137676,N00035403,Carlos_Curbelo,282520
16458,Tom Emmer,R,Rep,HD-MN-6,12996955,38894,N00035440,Tom_Emmer,227769
16460,Glenn Grothman,R,Rep,HD-WI-6,2927726,3493,N00036409,Glenn_Grothman,199967
16462,Jody Hice,R,Rep,HD-GA-10,6805581,122246,N00032243,Jody_Hice,286516
16463,French Hill,R,Rep,HD-AR-2,9620575,146290,N00035792,French_Hill,475052
16464,Will Hurd,R,Rep,HD-TX-23,11895912,116911,N00031417,Will_Hurd,285248
16465,Evan Jenkins,R,Rep,HD-WV-3,7511614,8297,N00035531,Evan_Jenkins,200049
16466,John Katko,R,Rep,HD-NY-24,23598676,152546,N00035934,John_Katko,372325
